# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.3.2
#@/tick	379383
#@/user_id	1ce8a279-56fe-406e-b0d5-b1f889d2d1cd
lai gen 	來跟	c=1 d=0 t=379383
lai gong si 	來公司	c=1 d=5.98193e-44 t=379383
lai guo 	來過	c=4 d=1.31491e-07 t=379383
lai hui 	來回	c=13 d=4.94093e-30 t=379383
lai ji 	來記	c=1 d=0 t=379383
lai ji ge 	來幾個	c=1 d=5.2588e-87 t=379383
lai jia 	來加	c=1 d=6.76185e-74 t=379383
lai jiang 	來講	c=3 d=2.47994e-38 t=379383
lai kan 	來看	c=2 d=3.30471e-151 t=379383
lai kan kan 	來看看	c=1 d=7.14805e-51 t=379383
lai lai 	來來	c=0 d=5.82017e-46 t=379383
lai lai lai 	來來來	c=3 d=3.99334e-25 t=379383
lai le 	來了	c=25 d=0.0403566 t=379383
lai le ge 	來了個	c=4 d=4.92314e-17 t=379383
lai le lai le 	來了來了	c=3 d=7.50286e-209 t=379383
lai lo lai lo 	來咯來咯	c=1 d=1.25433e-107 t=379383
lai miao shu 	來描述	c=1 d=1.25028e-69 t=379383
lai nian ya 	來碾壓	c=1 d=8.42893e-49 t=379383
lai niu qu 	來扭去	c=1 d=2.27159e-35 t=379383
lai qian 	來錢	c=1 d=1.38065e-30 t=379383
lai ren 	來人	c=2 d=1.50094e-101 t=379383
lai shang wo 	賴上我	c=1 d=8.47269e-198 t=379383
lai shui 	來水	c=4 d=0.134642 t=379383
lai shuo 	來說	c=84 d=0.000452827 t=379383
lai suan 	來算	c=1 d=4.8403e-82 t=379383
lai wan 	來玩	c=1 d=0 t=379383
lai wo 	來我	c=1 d=5.21391e-45 t=379383
lai wo zhe 	來我這	c=2 d=0 t=379383
lai xi 	來襲	c=1 d=3.79923e-27 t=379383
lai yi ju 	來一句	c=1 d=1.3891e-278 t=379383
lai yi xia 	來一下	c=1 d=4.81043e-68 t=379383
lai yuan 	來源	c=7 d=4.80567e-27 t=379383
lai zhe 	來着	c=54 d=0.013369 t=379383
lai zhe 	賴着	c=1 d=0 t=379383
lai zi 	來自	c=9 d=1.11974e-07 t=379383
lai zi 	癩子	c=1 d=0 t=379383
lai zi yu 	來自於	c=4 d=5.87279e-56 t=379383
lan 	懶	c=4 d=2.43091e-10 t=379383
lan 	欄	c=9 d=0.00336274 t=379383
lan 	欖	c=2 d=8.12396e-27 t=379383
lan 	瀾	c=0 d=1.3821e-14 t=379383
lan 	爛	c=6 d=1.613e-07 t=379383
lan 	籃	c=1 d=0 t=379383
lan 	藍	c=4 d=7.80924e-33 t=379383
lan 	蘭	c=1 d=1.15145e-12 t=379383
lan bi er 	蘭比爾	c=1 d=2.65922e-65 t=379383
lan de 	蘭德	c=0 d=0 t=379383
lan de dong 	懶得動	c=1 d=2.22805e-72 t=379383
lan deng 	藍燈	c=3 d=8.74906e-17 t=379383
lan dun 	蘭盾	c=1 d=1.23335e-85 t=379383
lan gan 	欄杆	c=2 d=5.08101e-06 t=379383
lan guang 	藍光	c=1 d=0 t=379383
lan han 	懶漢	c=3 d=5.00402e-07 t=379383
lan han shi 	懶漢式	c=6 d=4.65572e-07 t=379383
lan hu 	藍湖	c=3 d=2.504e-131 t=379383
lan jia zai 	懶加載	c=1 d=2.4431e-09 t=379383
lan jiao 	懶覺	c=2 d=8.9316e-54 t=379383
lan jie 	攔截	c=30 d=2.7941e-08 t=379383
lan jie dao 	攔截到	c=1 d=7.1359e-31 t=379383
lan jie ji lu 	攔截記錄	c=1 d=8.27522e-09 t=379383
lan jie qi 	攔截器	c=7 d=9.53028e-25 t=379383
lan mao 	藍貓	c=1 d=2.50708e-19 t=379383
lan mu 	欄目	c=2 d=1.9023e-87 t=379383
lan ping 	藍屏	c=1 d=7.04928e-05 t=379383
lan qiu 	籃球	c=12 d=0.085435 t=379383
lan qiu dui 	籃球隊	c=1 d=5.64748e-308 t=379383
lan qiu xie 	籃球鞋	c=1 d=2.1385e-60 t=379383
lan se 	藍色	c=14 d=0.000448321 t=379383
lan se fang 	藍色方	c=1 d=2.93648e-26 t=379383
lan shou 	藍瘦	c=2 d=9.65903e-34 t=379383
lan te 	蘭特	c=0 d=1.16255e-67 t=379383
lan wang 	籃網	c=5 d=1.12631e-17 t=379383
lan wei 	闌尾	c=1 d=5.84039e-27 t=379383
lan ya 	藍牙	c=49 d=0.00332861 t=379383
lan ya er ji 	藍牙耳機	c=1 d=7.20914e-151 t=379383
lan zi 	籃子	c=1 d=1.58241e-18 t=379383
lan zi wang 	籃子王	c=1 d=1.59034e-17 t=379383
lang 	廊	c=1 d=4.11832e-64 t=379383
lang 	朗	c=2 d=1.65575e-50 t=379383
lang 	浪	c=10 d=2.09402e-48 t=379383
lang 	狼	c=7 d=1.10382e-15 t=379383
lang 	郎	c=2 d=5.24561e-226 t=379383
lang bei 	狼狽	c=0 d=2.01315e-115 t=379383
lang chao 	浪潮	c=1 d=7.59806e-34 t=379383
lang fei 	浪費	c=15 d=3.88033e-08 t=379383
lang fei shi jian 	浪費時間	c=3 d=3.50653e-25 t=379383
lang guo 	朗國	c=1 d=3.32284e-39 t=379383
lang hua 	浪花	c=1 d=0.219808 t=379383
lang jun 	郎君	c=2 d=1.37014e-197 t=379383
lang li ge lang 	浪裏個浪	c=1 d=6.69777e-109 t=379383
lang ren 	浪人	c=1 d=0 t=379383
lang ren 	狼人	c=6 d=1.60492e-183 t=379383
lang xue 	狼穴	c=1 d=2.04697e-16 t=379383
lang zi 	浪子	c=1 d=4.07748e-35 t=379383
lao 	佬	c=3 d=7.68251e-17 t=379383
lao 	勞	c=2 d=1.51979e-42 t=379383
lao 	撈	c=3 d=3.96776e-67 t=379383
lao 	老	c=45 d=0.025924 t=379383
lao ba 	老爸	c=44 d=0.000151489 t=379383
lao ba lao ma 	老爸老媽	c=8 d=2.18861e-09 t=379383
lao ban 	老闆	c=16 d=8.74162e-07 t=379383
lao ban ben 	老版本	c=2 d=2.72158e-66 t=379383
lao ban duo ping hu dong 	老闆多屏互動	c=1 d=1.31734e-66 t=379383
lao ban shuo 	老闆說	c=1 d=7.34923e-54 t=379383
lao cai 	老菜	c=1 d=2.19721e-202 t=379383
lao cheng qu 	老城區	c=1 d=2.76962e-73 t=379383
lao chuan tong 	老傳統	c=1 d=0.26054 t=379383
lao cun zhang 	老村長	c=1 d=1.79921e-57 t=379383
lao da 	老大	c=4 d=1.83656e-35 t=379383
lao da ma 	老大媽	c=1 d=1.69352e-80 t=379383
lao da ye 	老大爺	c=4 d=8.1773e-16 t=379383
lao de 	老的	c=2 d=2.56748e-05 t=379383
lao di 	老弟	c=12 d=0.00406639 t=379383
lao di 	老滴	c=1 d=2.73251e-267 t=379383
lao di men 	老弟們	c=1 d=0 t=379383
lao dong 	勞動	c=3 d=3.12424e-41 t=379383
lao dong fa 	勞動法	c=1 d=3.02202e-99 t=379383
lao dong he tong 	勞動合同	c=2 d=7.13255e-106 t=379383
lao dong jie 	勞動節	c=1 d=9.90741e-303 t=379383
lao dong li 	勞動力	c=1 d=1.31029e-238 t=379383
lao fan er sai 	老凡爾賽	c=1 d=1.93335e-50 t=379383
lao fan gu 	老飯骨	c=1 d=0.0106734 t=379383
lao fan qie 	老番茄	c=1 d=3.62021e-18 t=379383
lao fang zi 	老房子	c=1 d=3.25018e-73 t=379383
lao fu zi 	老夫子	c=1 d=2.48276e-257 t=379383
lao gan 	老幹	c=0 d=9.82975e-94 t=379383
lao gan die 	老幹爹	c=1 d=9.87902e-93 t=379383
lao gan ma 	老乾媽	c=1 d=3.72074e-193 t=379383
lao gao 	老高	c=3 d=2.15527e-45 t=379383
lao ge 	老哥	c=61 d=0.418964 t=379383
lao ge 	老歌	c=2 d=2.0571e-74 t=379383
lao gong 	老公	c=3 d=0 t=379383
lao gong gong 	老公公	c=1 d=7.2675e-187 t=379383
lao gu dong 	老古董	c=1 d=3.47522e-184 t=379383
lao hu 	老虎	c=4 d=1.66192e-08 t=379383
lao huo ji 	老夥計	c=1 d=1.43563e-107 t=379383
lao jia 	老家	c=25 d=0.00139818 t=379383
lao jia zhi qian 	老家之前	c=1 d=0.0140519 t=379383
lao jiang hu 	老江湖	c=1 d=8.31402e-299 t=379383
lao lao 	牢牢	c=1 d=6.4694e-142 t=379383
lao lao shi shi 	老老實實	c=5 d=1.7963e-35 t=379383
lao le 	老了	c=2 d=1.17228e-17 t=379383
lao lei 	勞累	c=4 d=6.65015e-46 t=379383
lao li shi 	勞力士	c=5 d=9.89797e-37 t=379383
lao ling 	佬領	c=1 d=0 t=379383
lao ling hua 	老齡化	c=1 d=1.82833e-40 t=379383
lao ma 	老媽	c=114 d=0.970446 t=379383
lao ma 	老馬	c=3 d=1.54386e-21 t=379383
lao mei 	老妹	c=1 d=0 t=379383
lao ming 	老命	c=1 d=0 t=379383
lao mo 	勞模	c=1 d=7.47985e-26 t=379383
lao na 	老拿	c=1 d=1.10281e-63 t=379383
lao nan hai 	老男孩	c=1 d=9.42406e-09 t=379383
lao nian 	老年	c=2 d=4.60909e-65 t=379383
lao nian dai 	老年代	c=37 d=1.63613e-64 t=379383
lao nian ren 	老年人	c=1 d=0 t=379383
lao niang 	老孃	c=2 d=6.39911e-43 t=379383
lao nong 	老農	c=1 d=1.14011e-72 t=379383
lao nv ren 	老女人	c=2 d=0 t=379383
lao po 	老婆	c=26 d=7.88566e-06 t=379383
lao qian 	撈錢	c=3 d=1.73846e-94 t=379383
lao rang 	勞攘	c=1 d=2.26905e-110 t=379383
lao ren 	老人	c=2 d=5.0869e-49 t=379383
lao ren jia 	老人家	c=1 d=1.67877e-36 t=379383
lao ruan jian 	老軟件	c=3 d=0.0963276 t=379383
lao ruo 	老弱	c=0 d=0 t=379383
lao shi 	老實	c=1 d=1.35566e-21 t=379383
lao shi 	老師	c=67 d=0.000854495 t=379383
lao shi 	老是	c=42 d=0.00121259 t=379383
lao shi ren 	老實人	c=1 d=0 t=379383
lao shu 	老鼠	c=2 d=1.14335e-15 t=379383
lao shuo 	老說	c=1 d=6.55941e-275 t=379383
lao si ji 	老司機	c=3 d=1.99981e-295 t=379383
lao si lai si 	勞斯萊斯	c=1 d=0 t=379383
lao tan tou 	老碳頭	c=1 d=5.36447e-27 t=379383
lao tian 	老天	c=2 d=6.96801e-45 t=379383
lao tian e 	老天鵝	c=1 d=1.34528e-107 t=379383
lao wai 	老外	c=17 d=0.26054 t=379383
lao wan jia 	老玩家	c=4 d=3.21565e-65 t=379383
lao wang 	老王	c=1 d=2.23779e-182 t=379383
lao wen ti 	老問題	c=2 d=2.99714e-90 t=379383
lao wu fei 	勞務費	c=2 d=0 t=379383
lao xiang 	老鄉	c=1 d=4.19138e-65 t=379383
lao xiang cun 	老鄉村	c=1 d=1.77243e-57 t=379383
lao xiang mu 	老項目	c=2 d=0 t=379383
lao yao dian 	老藥店	c=1 d=0 t=379383
lao ye 	老爺	c=0 d=0.0562705 t=379383
lao ye men 	老爺們	c=1 d=0.565525 t=379383
lao ying xiao hao 	老營銷號	c=1 d=7.76501e-25 t=379383
lao yong hu 	老用戶	c=5 d=2.25111e-77 t=379383
lao yuan gong 	老員工	c=3 d=8.19707e-15 t=379383
lao zhan 	老詹	c=4 d=1.66841e-22 t=379383
lao zhan zhang 	老站長	c=1 d=2.79689e-100 t=379383
lao zhen 	落枕	c=6 d=0 t=379383
lao zi 	勞資	c=16 d=0.29671 t=379383
lao zi 	老子	c=2 d=8.68e-12 t=379383
lao zong 	老總	c=2 d=8.85004e-240 t=379383
lao zu 	老祖	c=1 d=1.64614e-11 t=379383
le 	了	c=8466 d=5.267 t=379383
le 	勒	c=2 d=2.57111e-286 t=379383
le 	樂	c=11 d=5.87485e-08 t=379383
le bo 	樂播	c=23 d=1.00256e-22 t=379383
le bo 	樂波	c=1 d=1.4961e-63 t=379383
le de 	樂得	c=0 d=1.94596e-98 t=379383
le e 	了餓	c=1 d=2.58871e-43 t=379383
le ge 	了個	c=5 d=9.75642e-05 t=379383
le gou 	樂購	c=0 d=4.70846e-111 t=379383
le ma 	了嗎	c=3 d=1.76364e-29 t=379383
le xia 	了下	c=1 d=3.8205e-122 t=379383
le ya 	了鴨	c=1 d=0 t=379383
le yi 	樂意	c=1 d=6.50183e-143 t=379383
le yuan 	樂園	c=7 d=3.68214e-61 t=379383
lei 	淚	c=4 d=1.54965e-65 t=379383
lei 	磊	c=3 d=4.7653e-16 t=379383
lei 	累	c=82 d=0.0238732 t=379383
lei 	雷	c=7 d=4.2579e-15 t=379383
lei 	類	c=368 d=0.0150033 t=379383
lei bai 	雷柏	c=1 d=4.33421e-165 t=379383
lei bi 	類比	c=3 d=2.765e-24 t=379383
lei bie 	類別	c=2 d=5.38219e-07 t=379383
lei bu lei 	累不累	c=2 d=1.861e-150 t=379383
lei dian 	雷電	c=3 d=1.55071e-73 t=379383
lei duo le 	累多了	c=1 d=0 t=379383
lei feng 	雷鋒	c=0 d=7.16998e-88 t=379383
lei feng yang 	雷豐陽	c=3 d=5.56821e-46 t=379383
lei feng yang 	雷鋒陽	c=1 d=7.20592e-87 t=379383
lei gu chun 	類固醇	c=1 d=1.40902e-34 t=379383
lei guang 	淚光	c=3 d=0 t=379383
lei ji 	累積	c=7 d=4.67636e-59 t=379383
lei ji 	累計	c=3 d=5.37558e-14 t=379383
lei jia 	累加	c=4 d=4.62908e-33 t=379383
lei jia zai 	類加載	c=2 d=1.34369e-12 t=379383
lei jia zai qi 	類加載器	c=7 d=1.62152e-70 t=379383
lei jun 	雷軍	c=1 d=0 t=379383
lei ku 	類庫	c=5 d=1.53804e-06 t=379383
lei le 	累了	c=3 d=3.27175e-290 t=379383
lei lei 	累累	c=22 d=2.53164e-65 t=379383
lei ming 	雷鳴	c=2 d=0.159614 t=379383
lei ming 	類名	c=12 d=0.160414 t=379383
lei niao 	雷鳥	c=1 d=1.33563e-228 t=379383
lei shen 	雷神	c=3 d=4.60532e-26 t=379383
lei shi pei qi 	類適配器	c=1 d=3.93736e-06 t=379383
lei shui 	淚水	c=2 d=4.08846e-96 t=379383
lei si 	累死	c=3 d=1.83057e-25 t=379383
lei si 	蕾絲	c=1 d=4.41633e-33 t=379383
lei si 	類似	c=76 d=0.346456 t=379383
lei si yu 	類似於	c=14 d=2.18289e-37 t=379383
lei tai 	擂臺	c=1 d=0.822835 t=379383
lei ting 	雷霆	c=6 d=1.12339e-11 t=379383
lei tu 	類圖	c=3 d=7.23142e-11 t=379383
lei xing 	類型	c=185 d=0.000493638 t=379383
lei yu 	雷雨	c=2 d=1.55119e-245 t=379383
lei zhong 	類中	c=1 d=9.0226e-85 t=379383
lei zhong de 	類中的	c=1 d=1.60153e-70 t=379383
leng 	冷	c=36 d=0.000510561 t=379383
leng 	楞	c=1 d=0 t=379383
leng 	稜	c=2 d=0 t=379383
leng bu ding 	冷不丁	c=0 d=7.00232e-280 t=379383
leng bu ding ding 	冷不丁丁	c=4 d=7.6009e-278 t=379383
leng chang 	冷場	c=3 d=8.5736e-249 t=379383
leng dao 	冷到	c=2 d=1.30832e-44 t=379383
leng de 	冷得	c=2 d=0 t=379383
leng feng 	冷風	c=1 d=2.08415e-110 t=379383
leng han 	冷汗	c=1 d=1.18382e-44 t=379383
leng huai 	冷壞	c=1 d=0 t=379383
leng jiao 	棱角	c=2 d=5.25199e-13 t=379383
leng jing 	冷靜	c=5 d=1.34812e-73 t=379383
leng jing 	棱鏡	c=0 d=8.84753e-32 t=379383
leng ku 	冷酷	c=1 d=2.87396e-155 t=379383
leng leng 	冷冷	c=1 d=3.31888e-26 t=379383
leng leng leng leng leng 	冷冷冷冷冷	c=1 d=3.33552e-25 t=379383
leng luo 	冷落	c=5 d=8.53112e-127 t=379383
leng mie 	冷咩	c=1 d=2.06074e-36 t=379383
leng mo 	冷漠	c=1 d=2.31796e-155 t=379383
leng qing 	冷清	c=1 d=2.96088e-182 t=379383
leng se 	冷色	c=1 d=2.23405e-133 t=379383
leng shui 	冷水	c=3 d=1.23848e-75 t=379383
leng yin 	冷飲	c=1 d=0 t=379383
leng zhan 	冷戰	c=2 d=6.50488e-30 t=379383
li 	例	c=6 d=0 t=379383
li 	力	c=23 d=0.000322309 t=379383
li 	哩	c=1 d=3.11067e-145 t=379383
li 	李	c=72 d=0.119661 t=379383
li 	梨	c=2 d=6.42734e-271 t=379383
li 	狸	c=0 d=0 t=379383
li 	理	c=15 d=7.9754e-16 t=379383
li 	禮	c=1 d=1.52e-73 t=379383
li 	立	c=14 d=4.45995e-31 t=379383
li 	粒	c=4 d=1.58542e-10 t=379383
li 	莉	c=3 d=1.37853e-12 t=379383
li 	裏	c=142 d=3.31877e-05 t=379383
li 	離	c=37 d=0.89339 t=379383
li 	麗	c=9 d=1.16925e-16 t=379383
li ang 	里昂	c=2 d=3.08387e-06 t=379383
li ao 	李敖	c=1 d=0 t=379383
li bai 	禮拜	c=2 d=1.56396e-173 t=379383
li cai 	理財	c=5 d=8.66882e-86 t=379383
li cha de 	理查德	c=4 d=1.23763 t=379383
li chang 	立場	c=1 d=2.36759e-22 t=379383
li cheng 	歷程	c=1 d=1.11083e-60 t=379383
li cheng 	里程	c=1 d=2.32728e-114 t=379383
li dai 	歷代	c=2 d=1.51011e-55 t=379383
li dian chi 	鋰電池	c=3 d=6.13337e-07 t=379383
li ding 	立定	c=0 d=1.10075e-42 t=379383
li ding cheng fo 	立定成佛	c=1 d=1.10626e-41 t=379383
li du 	力度	c=7 d=3.76795e-18 t=379383
li du 	粒度	c=4 d=6.67545e-11 t=379383
li fa 	理髮	c=1 d=0 t=379383
li fa 	立法	c=1 d=0 t=379383
li fa dian 	理髮店	c=4 d=3.10727e-44 t=379383
li fa qi 	理髮器	c=6 d=5.50731e-78 t=379383
li fa shi 	理髮師	c=1 d=6.02163e-298 t=379383
li fang 	立方	c=0 d=4.43922e-36 t=379383
li fu 	禮服	c=3 d=0 t=379383
li ge hai tang 	麗格海棠	c=1 d=8.68e-12 t=379383
li gong 	李工	c=6 d=3.48489e-11 t=379383
li gong 	理工	c=2 d=1.73143e-18 t=379383
li guang yao 	李光耀	c=15 d=8.03364e-30 t=379383
li guo 	立國	c=1 d=2.58475e-25 t=379383
li hai 	厲害	c=127 d=0.000880518 t=379383
li hai a 	厲害啊	c=1 d=1.17623e-86 t=379383
li hai de 	厲害的	c=1 d=0 t=379383
li hai le 	厲害了	c=6 d=9.8441e-22 t=379383
li hai ma 	厲害嘛	c=1 d=0 t=379383
li hai ya 	厲害丫	c=1 d=0 t=379383
li he 	禮盒	c=1 d=0.843665 t=379383
li hong dan 	李紅丹	c=1 d=2.14637e-15 t=379383
li hua mao 	哩花貓	c=1 d=0 t=379383
li hua mao 	狸花貓	c=1 d=0 t=379383
li hui 	例會	c=2 d=0.00264522 t=379383
li hui 	理會	c=1 d=0.00271219 t=379383
li hun 	離婚	c=15 d=0.481909 t=379383
li hun lv 	離婚率	c=1 d=1.24017e-238 t=379383
li ji 	立即	c=12 d=2.85284e-09 t=379383
li ji zi xun 	立即諮詢	c=1 d=1.23869e-77 t=379383
li jia 	李家	c=0 d=2.90995e-126 t=379383
li jia 	離家	c=3 d=5.1487e-44 t=379383
li jia hui 	李家輝	c=1 d=2.92454e-125 t=379383
li jia jin 	離家近	c=4 d=0.000319102 t=379383
li jian 	李健	c=4 d=2.09417e-137 t=379383
li jiao 	立交	c=1 d=2.51827e-42 t=379383
li jie 	力竭	c=1 d=2.21595e-08 t=379383
li jie 	李傑	c=1 d=4.89442e-07 t=379383
li jie 	理解	c=36 d=0.828684 t=379383
li jie cheng 	理解成	c=1 d=4.30348e-52 t=379383
li kai 	離開	c=19 d=0.307279 t=379383
li kai ni 	離開你	c=2 d=0 t=379383
li ke 	理科	c=3 d=3.42742e-80 t=379383
li ke 	立刻	c=6 d=5.39612e-09 t=379383
li ke er mei 	里克爾梅	c=1 d=3.22957e-57 t=379383
li ke qiang 	李克強	c=1 d=9.24501e-48 t=379383
li ke zhi xing 	立刻執行	c=1 d=5.42317e-08 t=379383
li liang 	力量	c=9 d=3.33154e-11 t=379383
li lun 	理論	c=1 d=5.93231e-93 t=379383
li lun shang 	理論上	c=2 d=9.41673e-88 t=379383
li lv 	利率	c=3 d=9.2724e-24 t=379383
li ma 	立馬	c=32 d=1.21929e-09 t=379383
li mai 	裏買	c=1 d=3.72641e-64 t=379383
li mao 	李茂	c=36 d=0.054204 t=379383
li mao huan tai zi 	貍貓換太子	c=1 d=0.0505395 t=379383
li men 	里門	c=1 d=4.14968e-65 t=379383
li mi 	釐米	c=4 d=1.53324e-29 t=379383
li mi na 	釐米那	c=1 d=1.54092e-28 t=379383
li mian 	裏面	c=231 d=0.288065 t=379383
li mian de 	裏面的	c=4 d=1.128e-64 t=379383
li mian shi 	裏面是	c=1 d=6.73729e-90 t=379383
li ming 	黎明	c=4 d=2.70611e-06 t=379383
li mo chou 	李莫愁	c=1 d=5.60053e-63 t=379383
li na 	李娜	c=1 d=4.10293e-20 t=379383
li na ge ci 	李娜歌詞	c=1 d=1.64497e-32 t=379383
li na ge ge 	裏那個個	c=1 d=3.72832e-70 t=379383
li nan 	李楠	c=1 d=1.34067e-96 t=379383
li ni 	離你	c=1 d=0 t=379383
li nian 	歷年	c=2 d=9.18014e-24 t=379383
li nian 	理念	c=0 d=4.6325e-08 t=379383
li nian shi 	理念是	c=1 d=4.65572e-07 t=379383
li ning 	李寧	c=3 d=3.18864e-54 t=379383
li peng 	李鵬	c=1 d=3.04347e-94 t=379383
li pin 	禮品	c=0 d=0 t=379383
li pin ka 	禮品卡	c=3 d=0 t=379383
li ping 	李平	c=1 d=3.20746e-35 t=379383
li pu 	離譜	c=11 d=2.80345e-10 t=379383
li qi 	力氣	c=10 d=6.96919e-47 t=379383
li qi 	戾氣	c=5 d=1.87627e-21 t=379383
li qing 	李慶	c=8 d=8.8756e-09 t=379383
li qing zhao 	李清照	c=1 d=2.00644e-16 t=379383
li ren 	歷任	c=2 d=1.16331e-66 t=379383
li rong gen 	李榮根	c=2 d=5.68886e-100 t=379383
li ru 	例如	c=8 d=0.0147883 t=379383
li rui 	李銳	c=1 d=1.04582e-27 t=379383
li run 	利潤	c=2 d=1.42638e-31 t=379383
li sheng jie 	李聖傑	c=1 d=2.30827e-47 t=379383
li shi 	利是	c=3 d=3.20289e-101 t=379383
li shi 	歷史	c=28 d=2.4372e-10 t=379383
li shi 	里氏	c=1 d=1.71567e-10 t=379383
li shi 	離世	c=1 d=2.53119e-249 t=379383
li shi jia ge 	歷史價格	c=1 d=6.12711e-32 t=379383
li shi shang 	歷史上	c=1 d=0.0214936 t=379383
li shi ti huan yuan ze 	里氏替換原則	c=1 d=1.54628e-10 t=379383
li shu tong 	李叔同	c=1 d=3.21959e-50 t=379383
li shun 	理順	c=1 d=1.42625e-265 t=379383
li si 	利斯	c=0 d=2.45701e-18 t=379383
li ta men 	裏他們	c=1 d=3.00305e-25 t=379383
li tao wan 	立陶宛	c=6 d=1.56168e-65 t=379383
li ti 	立體	c=1 d=0 t=379383
li tou 	裏頭	c=1 d=6.82406e-211 t=379383
li wai 	例外	c=5 d=2.34675e-65 t=379383
li wo 	離我	c=1 d=1.78623e-61 t=379383
li wo zhu 	離我住	c=1 d=1.79518e-60 t=379383
li wu 	禮物	c=27 d=1.05116e-25 t=379383
li wu pu 	利物浦	c=1 d=2.21746e-16 t=379383
li xi 	利息	c=4 d=2.70994e-161 t=379383
li xian 	離線	c=7 d=3.13306e-53 t=379383
li xiang 	理想	c=2 d=7.86686e-90 t=379383
li xiang guo 	理想國	c=2 d=2.32148e-14 t=379383
li xing 	例行	c=1 d=1.84351e-49 t=379383
li xue 	力學	c=1 d=2.34787e-100 t=379383
li xue yuan 	理學院	c=0 d=4.22775e-50 t=379383
li yan hong 	李彥宏	c=1 d=0 t=379383
li ye 	立業	c=1 d=0 t=379383
li yi 	利益	c=3 d=9.33127e-69 t=379383
li yi 	離異	c=1 d=1.84502e-88 t=379383
li yong 	利用	c=16 d=3.57273e-05 t=379383
li yong le 	李永樂	c=17 d=1.60303e-11 t=379383
li yong lv 	利用率	c=1 d=3.57971e-98 t=379383
li you 	理由	c=11 d=8.72499e-14 t=379383
li yu 	俚語	c=1 d=2.38399e-15 t=379383
li yu 	利於	c=2 d=2.78993e-08 t=379383
li zhe 	立着	c=1 d=1.10303e-36 t=379383
li zhi 	勵志	c=1 d=7.65281e-89 t=379383
li zhi 	李志	c=6 d=1.93631e-68 t=379383
li zhi 	理智	c=1 d=8.0679e-34 t=379383
li zhi 	荔枝	c=10 d=4.97244e-20 t=379383
li zhi 	離職	c=115 d=4.81354e-05 t=379383
li zhi hou 	離職後	c=1 d=5.73236e-72 t=379383
li zhi qi zhuang 	理直氣壯	c=2 d=3.43242e-09 t=379383
li zhi shen qing biao 	離職申請表	c=1 d=2.67521e-253 t=379383
li zi 	例子	c=6 d=0.486752 t=379383
li zi 	栗子	c=13 d=0.0477114 t=379383
li zi 	離子	c=2 d=4.79607e-84 t=379383
li zong 	理綜	c=2 d=5.53688e-38 t=379383
lia 	倆	c=0 d=7.75526e-70 t=379383
lia bu shang 	倆不上	c=1 d=7.79413e-69 t=379383
lian 	戀	c=1 d=1.84376e-80 t=379383
lian 	練	c=100 d=2.21098e-11 t=379383
lian 	聯	c=6 d=2.81654e-57 t=379383
lian 	臉	c=43 d=1.07623 t=379383
lian 	連	c=79 d=0.0244283 t=379383
lian 	鏈	c=5 d=4.24518e-97 t=379383
lian ai 	戀愛	c=19 d=0.00163682 t=379383
lian bang 	聯邦	c=2 d=1.66405e-51 t=379383
lian bang ju 	聯邦居	c=1 d=1.67239e-50 t=379383
lian bei 	練背	c=3 d=5.90944e-31 t=379383
lian biao 	鏈表	c=22 d=1.5285e-21 t=379383
lian biao jie gou 	鏈表結構	c=1 d=1.07182e-110 t=379383
lian biao xing shi 	鏈表形式	c=1 d=8.12189e-83 t=379383
lian bu 	臉部	c=1 d=0 t=379383
lian bu shang 	連不上	c=23 d=4.82319e-11 t=379383
lian che 	練車	c=12 d=1.91236e-98 t=379383
lian che chang 	練車長	c=1 d=3.88964e-274 t=379383
lian cheng 	煉成	c=2 d=6.52681e-257 t=379383
lian chu lai 	練出來	c=2 d=7.18411e-22 t=379383
lian chuan kou 	連串口	c=1 d=4.00069e-76 t=379383
lian dao 	連到	c=2 d=8.52842e-40 t=379383
lian dao 	鐮刀	c=6 d=8.31785e-40 t=379383
lian de 	練得	c=8 d=4.64592e-41 t=379383
lian de 	連得	c=0 d=1.50672e-59 t=379383
lian de shang 	連得上	c=1 d=1.51427e-58 t=379383
lian dong 	聯動	c=3 d=3.85049e-68 t=379383
lian dong de 	聯動的	c=1 d=3.86979e-67 t=379383
lian du 	連讀	c=1 d=1.96687e-252 t=379383
lian dui 	聯隊	c=0 d=5.34789e-21 t=379383
lian ge 	連個	c=3 d=2.17355e-16 t=379383
lian guo 	練過	c=1 d=2.29324e-29 t=379383
lian hao 	練好	c=2 d=6.15657e-59 t=379383
lian he 	聯合	c=7 d=1.38592e-16 t=379383
lian he guo 	聯合國	c=1 d=1.37685e-27 t=379383
lian hua 	蓮花	c=5 d=1.44082e-36 t=379383
lian hua cun 	蓮花村	c=3 d=9.2403e-42 t=379383
lian hua lu 	蓮花路	c=1 d=1.34053e-36 t=379383
lian hua shan 	蓮花刪	c=1 d=0 t=379383
lian hua shan 	蓮花山	c=7 d=5.06109e-283 t=379383
lian ji 	聯機	c=1 d=1.47392e-05 t=379383
lian jia 	廉價	c=1 d=0.0426384 t=379383
lian jie 	連接	c=333 d=1.47658 t=379383
lian jie 	鏈接	c=97 d=0.000439732 t=379383
lian jie cheng 	連接成	c=1 d=3.80169e-64 t=379383
