# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.3.2
#@/tick	379383
#@/user_id	1ce8a279-56fe-406e-b0d5-b1f889d2d1cd
diao xia qu le 	掉下去了	c=1 d=9.40262e-41 t=379383
diao yan 	調研	c=1 d=5.97124e-258 t=379383
diao yang 	屌樣	c=3 d=0 t=379383
diao yo 	掉喲	c=2 d=2.36598e-14 t=379383
diao yo nong geng 	掉喲農耕	c=1 d=1.60594e-73 t=379383
diao yong 	調用	c=275 d=0.62318 t=379383
diao yong duan 	調用端	c=1 d=0.00491728 t=379383
diao yong fang 	調用房	c=1 d=5.38935e-52 t=379383
diao yong fang fa 	調用方法	c=1 d=1.52165e-27 t=379383
diao yong le 	調用了	c=1 d=1.71467e-79 t=379383
diao yong lei 	調用類	c=1 d=1.75718e-73 t=379383
diao yong na ge 	調用那個	c=1 d=4.0628e-22 t=379383
diao yong wan 	調用完	c=1 d=0.360595 t=379383
diao yong zhe 	調用者	c=3 d=1.06303e-72 t=379383
diao yong zhe 	調用這	c=3 d=4.82765e-110 t=379383
diao you 	釣友	c=1 d=2.05745e-76 t=379383
diao yu 	釣魚	c=5 d=0.00357309 t=379383
diao yu dao 	釣魚島	c=1 d=6.80231e-291 t=379383
diao zhe 	吊着	c=1 d=0 t=379383
diao zhen 	掉幀	c=1 d=6.02548e-188 t=379383
diao zheng 	調整	c=3 d=3.77501e-40 t=379383
diao zhuan 	調轉	c=1 d=1.61394e-102 t=379383
diao zhui 	吊墜	c=2 d=1.7799e-214 t=379383
diao zuan 	刁鑽	c=1 d=4.50722e-08 t=379383
die 	爹	c=5 d=3.50332e-73 t=379383
die 	碟	c=2 d=2.60445e-173 t=379383
die 	跌	c=73 d=1.86013 t=379383
die can 	跌慘	c=1 d=8.8119e-248 t=379383
die dai 	迭代	c=3 d=6.98842e-50 t=379383
die dai qi 	迭代器	c=11 d=2.16294e-76 t=379383
die die 	爹爹	c=1 d=5.70413e-14 t=379383
die jia 	疊加	c=7 d=2.64109e-14 t=379383
die le 	跌了	c=3 d=5.0283e-236 t=379383
die ma 	爹媽	c=1 d=0 t=379383
die qi lai 	疊起來	c=1 d=2.90776e-28 t=379383
die si 	跌死	c=0 d=0 t=379383
die ting 	跌停	c=2 d=0 t=379383
die yong 	蝶泳	c=2 d=0 t=379383
die yong ma 	蝶泳嘛	c=1 d=0 t=379383
die zi 	碟子	c=3 d=4.86307e-49 t=379383
ding 	丁	c=3 d=3.63143e-25 t=379383
ding 	定	c=22 d=0.00562801 t=379383
ding 	盯	c=3 d=6.6587e-99 t=379383
ding 	腚	c=1 d=0 t=379383
ding 	訂	c=17 d=0.00022126 t=379383
ding 	頂	c=32 d=5.81541e-06 t=379383
ding 	鼎	c=2 d=0.000379997 t=379383
ding bu 	頂部	c=28 d=0.254107 t=379383
ding bu zhi 	頂不止	c=2 d=1.63021e-262 t=379383
ding bu zhu 	頂不住	c=12 d=0.000558643 t=379383
ding can 	訂餐	c=4 d=0 t=379383
ding ceng 	頂層	c=2 d=9.96029e-13 t=379383
ding dan 	訂單	c=29 d=1.10022e-06 t=379383
ding dan duo 	訂單多	c=1 d=6.53193e-20 t=379383
ding dan hao 	訂單號	c=3 d=3.44963e-09 t=379383
ding dan shao 	訂單少	c=1 d=6.93584e-20 t=379383
ding dan xiang 	訂單項	c=3 d=4.24395e-40 t=379383
ding dao 	頂到	c=2 d=0 t=379383
ding de zhu 	頂得住	c=1 d=0 t=379383
ding dian 	丁點	c=1 d=1.95147e-189 t=379383
ding dian 	定點	c=1 d=2.04646e-56 t=379383
ding dian 	頂點	c=1 d=0 t=379383
ding dian shu 	定點數	c=1 d=1.02507e-56 t=379383
ding dian xing 	定點型	c=1 d=1.50646e-56 t=379383
ding ding 	丁丁	c=10 d=6.21105e-45 t=379383
ding ding 	叮叮	c=5 d=9.34459e-27 t=379383
ding ding 	釘釘	c=8 d=6.24218e-45 t=379383
ding ding 	頂頂	c=1 d=2.99224e-12 t=379383
ding dong 	叮咚	c=1 d=1.78988e-84 t=379383
ding duo 	頂多	c=5 d=3.82946e-32 t=379383
ding feng 	頂峯	c=2 d=6.83817e-59 t=379383
ding ge 	訂個	c=1 d=8.19707e-15 t=379383
ding hao 	訂好	c=4 d=8.50378e-06 t=379383
ding hun 	訂婚	c=1 d=0 t=379383
ding ji 	定級	c=0 d=0 t=379383
ding ji sai 	定級賽	c=1 d=0 t=379383
ding jia 	定價	c=1 d=0.0237541 t=379383
ding jian 	頂尖	c=1 d=3.10126e-80 t=379383
ding ju 	定居	c=1 d=8.87287e-94 t=379383
ding ke 	鼎科	c=13 d=1.0745e-13 t=379383
ding le 	定了	c=1 d=9.96166e-44 t=379383
ding le ge 	訂了個	c=1 d=0.000383949 t=379383
ding lou 	頂樓	c=1 d=5.90329e-06 t=379383
ding lv 	定律	c=2 d=8.84753e-31 t=379383
ding qi 	定期	c=1 d=1.71615e-236 t=379383
ding shang 	盯上	c=2 d=5.4332e-206 t=379383
ding shang qu 	頂上去	c=1 d=8.4026e-71 t=379383
ding shi 	定時	c=12 d=3.98425e-57 t=379383
ding tou 	定投	c=5 d=2.82298e-12 t=379383
ding tou shang si 	頂頭上司	c=1 d=2.68029e-99 t=379383
ding wei 	定位	c=16 d=1.16453e-06 t=379383
ding wei dao 	定位到	c=1 d=2.43803e-14 t=379383
ding wei fu 	定位符	c=2 d=1.7269e-45 t=379383
ding wo 	頂我	c=1 d=0 t=379383
ding xia 	定下	c=1 d=8.5464e-06 t=379383
ding xiang 	丁香	c=1 d=0 t=379383
ding xiang 	定向	c=2 d=3.00714e-41 t=379383
ding xing 	定型	c=1 d=0 t=379383
ding ye 	鼎業	c=3 d=0.000381902 t=379383
ding ye 	鼎爺	c=1 d=0.000380129 t=379383
ding yi 	定義	c=74 d=0.806671 t=379383
ding yi de 	定義的	c=1 d=0 t=379383
ding yi fu 	定衣服	c=1 d=7.9052e-59 t=379383
ding yi hao 	定義好	c=1 d=2.40403e-84 t=379383
ding yi le 	定義了	c=4 d=0.00423238 t=379383
ding yi lei 	定義類	c=1 d=4.19638e-79 t=379383
ding yi zai 	定義在	c=1 d=2.37316e-79 t=379383
ding yong 	頂用	c=2 d=6.87596e-66 t=379383
ding yue 	訂閱	c=5 d=8.10118e-54 t=379383
ding yue hao 	訂閱號	c=6 d=8.14179e-53 t=379383
ding zai 	定在	c=4 d=0.000378233 t=379383
ding zai 	釘在	c=1 d=1.56768e-54 t=379383
ding zhe 	盯着	c=10 d=5.46615e-42 t=379383
ding zhi 	定值	c=2 d=7.32354e-101 t=379383
ding zhi 	定製	c=11 d=0.237082 t=379383
ding zhi hua 	定製化	c=1 d=4.23931e-228 t=379383
ding zhu 	頂住	c=3 d=2.25619e-102 t=379383
ding zi ku 	丁字褲	c=1 d=7.51046e-74 t=379383
ding zui 	頂嘴	c=2 d=4.35118e-64 t=379383
diu 	丟	c=12 d=1.20506e-18 t=379383
diu bao 	丟包	c=5 d=2.70372e-25 t=379383
diu bao lv 	丟包率	c=1 d=2.47043e-81 t=379383
diu dao 	丟到	c=1 d=5.13017e-31 t=379383
diu de 	丟的	c=1 d=9.12318e-39 t=379383
diu diu 	丟丟	c=21 d=1.0487e-30 t=379383
diu fan tu 	丟翻圖	c=1 d=2.65198e-33 t=379383
diu fan wan 	丟飯碗	c=1 d=8.45794e-60 t=379383
diu le 	丟了	c=1 d=1.19405e-57 t=379383
diu mian 	丟麪	c=1 d=4.44285e-74 t=379383
diu qi 	丟棄	c=7 d=5.36092e-34 t=379383
diu qiu 	丟球	c=1 d=0.000837575 t=379383
diu ren 	丟人	c=3 d=2.01684e-19 t=379383
diu shi 	丟失	c=1 d=5.87728e-101 t=379383
diu ying 	丟硬	c=1 d=1.04206e-161 t=379383
dong 	冬	c=2 d=2.00068e-74 t=379383
dong 	凍	c=6 d=2.19689e-24 t=379383
dong 	動	c=54 d=0.0439624 t=379383
dong 	咚	c=0 d=3.13009e-131 t=379383
dong 	懂	c=33 d=4.28886e-12 t=379383
dong 	東	c=12 d=2.02902e-30 t=379383
dong 	棟	c=3 d=0.666977 t=379383
dong 	洞	c=3 d=2.11513e-19 t=379383
dong 	董	c=23 d=0.00286554 t=379383
dong bei 	東北	c=17 d=1.50032e-08 t=379383
dong bei hua 	東北話	c=1 d=0 t=379383
dong bian 	東邊	c=2 d=3.9675e-125 t=379383
dong bu 	東部	c=4 d=4.1764e-15 t=379383
dong bu dong 	動不動	c=10 d=3.12837e-06 t=379383
dong bu hua qiao cheng 	東部華僑城	c=2 d=7.98585e-294 t=379383
dong bu liao 	動不了	c=3 d=5.59976e-32 t=379383
dong chang 	東廠	c=1 d=2.13175e-111 t=379383
dong chang qing 	董長青	c=1 d=3.4555e-29 t=379383
dong chang song 	董長松	c=7 d=7.05888e-21 t=379383
dong cheng gou le 	凍成狗了	c=1 d=7.02248e-19 t=379383
dong dang 	動盪	c=2 d=2.24547e-46 t=379383
dong de 	懂得	c=0 d=0 t=379383
dong de duo 	懂得多	c=1 d=0 t=379383
dong di 	動地	c=1 d=0 t=379383
dong dong 	動動	c=5 d=1.94735e-76 t=379383
dong dong 	咚咚	c=0 d=3.13009e-131 t=379383
dong dong 	東東	c=234 d=0.712771 t=379383
dong dong 	洞洞	c=2 d=9.45558e-107 t=379383
dong dong dong 	咚咚咚	c=1 d=3.14578e-130 t=379383
dong dong xie 	洞洞鞋	c=1 d=2.65896e-152 t=379383
dong fang 	東方	c=5 d=5.86467e-17 t=379383
dong fang hong 	東方紅	c=3 d=0 t=379383
dong feng 	東風	c=1 d=8.72471e-43 t=379383
dong gong 	董工	c=3 d=3.43582e-50 t=379383
dong gua 	冬瓜	c=1 d=0 t=379383
dong guo 	動過	c=13 d=0.00143012 t=379383
dong hu 	東湖	c=1 d=0 t=379383
dong hua 	動畫	c=74 d=7.16156e-05 t=379383
dong hua 	東華	c=2 d=4.61489e-21 t=379383
dong hua pian 	動畫片	c=3 d=1.69363e-22 t=379383
dong hua tai 	動畫臺	c=1 d=0 t=379383
dong hua xiao guo 	動畫效果	c=1 d=1.77363e-65 t=379383
dong ji 	冬季	c=1 d=7.29517e-26 t=379383
dong jia 	東家	c=3 d=1.16355e-223 t=379383
dong jiao 	動腳	c=1 d=7.49703e-288 t=379383
dong jing 	動靜	c=3 d=2.29246e-25 t=379383
dong le 	動了	c=1 d=1.16897e-72 t=379383
dong le 	懂了	c=11 d=1.95152e-13 t=379383
dong le ba 	懂了吧	c=2 d=0 t=379383
dong li 	動力	c=15 d=1.05816e-18 t=379383
dong mai 	動脈	c=1 d=1.99054e-40 t=379383
dong man 	動漫	c=13 d=1.88407e-11 t=379383
dong men 	東門	c=5 d=0 t=379383
dong mian 	冬眠	c=2 d=4.95591e-28 t=379383
dong nan 	東南	c=1 d=0 t=379383
dong nan jiao 	東南角	c=1 d=1.54608e-126 t=379383
dong nan ya 	東南亞	c=4 d=6.09283e-46 t=379383
dong ni 	懂你	c=1 d=5.83722e-50 t=379383
dong nuan xia liang 	冬暖夏涼	c=1 d=8.79142e-15 t=379383
dong qi lai 	凍起來	c=1 d=7.81672e-103 t=379383
dong qi lai 	動起來	c=9 d=5.52123e-18 t=379383
dong qiu di 	懂球帝	c=6 d=0.000380129 t=379383
dong ren 	凍人	c=2 d=1.26969e-15 t=379383
dong sha 	動啥	c=1 d=2.57185e-25 t=379383
dong shen 	動身	c=1 d=8.98124e-31 t=379383
dong sheng 	東昇	c=1 d=0.0944202 t=379383
dong shi 	董事	c=2 d=4.12945e-272 t=379383
dong shi ju 	董事局	c=1 d=6.41458e-42 t=379383
dong shi zhang 	董事長	c=1 d=6.83009e-192 t=379383
dong shou 	動手	c=3 d=1.47304e-233 t=379383
dong tai 	動態	c=95 d=0.000630134 t=379383
dong tai dai li 	動態代理	c=2 d=5.03294e-112 t=379383
dong tai gui hua 	動態規劃	c=1 d=3.24024e-37 t=379383
dong tai hua 	動態話	c=1 d=8.12775e-209 t=379383
dong tai yu yan 	動態語言	c=1 d=5.63531e-77 t=379383
dong tai zhu ce 	動態註冊	c=1 d=8.12024e-110 t=379383
dong tian 	冬天	c=28 d=0.000359807 t=379383
dong tu 	動圖	c=4 d=2.12276e-24 t=379383
dong tu 	東突	c=2 d=1.04817e-24 t=379383
dong tui 	凍腿	c=1 d=5.81027e-25 t=379383
dong wu 	動物	c=8 d=2.94358e-26 t=379383
dong wu shi jie 	動物世界	c=1 d=2.95834e-25 t=379383
dong wu yuan 	動物園	c=2 d=9.41032e-80 t=379383
dong xi 	東西	c=517 d=0.667571 t=379383
dong xi fang 	東西方	c=1 d=9.75524e-268 t=379383
dong xi huai 	東西壞	c=1 d=4.0489e-158 t=379383
dong xia 	冬夏	c=1 d=5.34499e-43 t=379383
dong xiao 	動效	c=1 d=1.22244e-10 t=379383
dong ya 	東亞	c=1 d=3.64653e-15 t=379383
dong yan 	董延	c=1 d=1.24345e-34 t=379383
dong yan long 	董延龍	c=8 d=0.316637 t=379383
dong yang 	東陽	c=1 d=2.23822e-08 t=379383
dong ye 	東野	c=1 d=2.85009e-57 t=379383
dong ye 	棟爺	c=2 d=8.30795e-26 t=379383
dong yi xia 	動一下	c=3 d=1.88991e-18 t=379383
dong yin gong 	冬陰功	c=1 d=1.0739e-74 t=379383
dong ying 	東瀛	c=4 d=6.50565e-15 t=379383
dong yu 	冬雨	c=0 d=1.50385e-66 t=379383
dong yuan 	動員	c=0 d=2.64199e-19 t=379383
dong yuan zhong 	動員中	c=1 d=2.65523e-18 t=379383
dong zhi 	冬至	c=2 d=1.71797e-30 t=379383
dong zhi 	東芝	c=1 d=1.10691e-136 t=379383
dong zuo 	動作	c=35 d=3.8794e-08 t=379383
dong zuo pian 	動作片	c=1 d=0 t=379383
dou 	抖	c=5 d=1.22324e-47 t=379383
dou 	痘	c=1 d=1.27551e-245 t=379383
dou 	豆	c=10 d=1.25122e-19 t=379383
dou 	逗	c=15 d=2.74794e-10 t=379383
dou 	都	c=1737 d=1.38466 t=379383
dou 	鬥	c=0 d=1.92719e-131 t=379383
dou ba 	都把	c=1 d=6.799e-109 t=379383
dou ban 	豆瓣	c=13 d=1.23448 t=379383
dou bei 	都被	c=15 d=0.000386936 t=379383
dou bi 	都比	c=3 d=2.12517e-104 t=379383
dou bu 	都不	c=1 d=2.19577e-18 t=379383
dou bu gan 	都不敢	c=0 d=0 t=379383
dou bu hao 	都不好	c=0 d=1.31041e-05 t=379383
dou bu hao le 	都不好了	c=1 d=0.000131698 t=379383
dou bu hui 	都不會	c=5 d=4.26153e-25 t=379383
dou bu neng 	都不能	c=1 d=2.20356e-89 t=379383
dou bu qing chu 	都不清楚	c=1 d=5.89006e-09 t=379383
dou bu shao 	都不少	c=1 d=9.70053e-55 t=379383
dou bu shi 	都不是	c=9 d=8.6323e-06 t=379383
dou bu xi huan 	都不喜歡	c=1 d=0 t=379383
dou bu xiang 	都不想	c=2 d=1.69132e-06 t=379383
dou bu xing 	都不行	c=1 d=4.53136e-12 t=379383
dou bu yao 	都不要	c=1 d=2.14155e-18 t=379383
dou bu zhi dao 	都不知道	c=16 d=1.67854e-05 t=379383
dou bu zhong yao 	都不重要	c=1 d=4.78089e-25 t=379383
dou cheng 	都成	c=1 d=9.4382e-56 t=379383
dou cong 	都從	c=1 d=1.04664e-95 t=379383
dou dao 	都到	c=3 d=7.19635e-42 t=379383
dou de 	都得	c=1 d=0 t=379383
dou di zhu 	鬥地主	c=3 d=0 t=379383
dou dong 	抖動	c=3 d=1.21296e-36 t=379383
dou dong 	都懂	c=1 d=0 t=379383
dou dou 	痘痘	c=10 d=1.38662e-22 t=379383
dou fu 	豆腐	c=4 d=3.16237e-40 t=379383
dou gan jue 	都感覺	c=2 d=2.82335e-05 t=379383
dou gao 	都搞	c=1 d=4.50708e-37 t=379383
dou gei 	都給	c=2 d=4.9495e-21 t=379383
dou gei ni 	都給你	c=1 d=0 t=379383
dou guai 	都怪	c=1 d=3.01739e-81 t=379383
dou hai hao 	都還好	c=1 d=0 t=379383
dou hai mei 	都還沒	c=1 d=1.71713e-184 t=379383
dou hai shi 	都還是	c=1 d=8.60827e-32 t=379383
dou hai shi neng 	都還是能	c=1 d=2.27043e-29 t=379383
dou hai yao 	都還要	c=1 d=3.16114e-246 t=379383
dou hao 	逗號	c=3 d=2.43503e-61 t=379383
dou hao 	都好	c=1 d=4.81847e-117 t=379383
dou he 	都喝	c=1 d=0 t=379383
dou hui 	都會	c=53 d=0.0492917 t=379383
dou ji yan 	鬥雞眼	c=2 d=0.000113922 t=379383
dou jia 	豆莢	c=1 d=4.02143e-78 t=379383
dou jiang 	豆漿	c=5 d=2.91818e-111 t=379383
dou jiang ji 	豆漿機	c=1 d=2.13175e-111 t=379383
dou jiao 	豆角	c=2 d=1.41393e-163 t=379383
dou jiao wo 	都叫我	c=1 d=1.3002e-59 t=379383
dou kan 	都看	c=0 d=0 t=379383
dou ke yi 	都可以	c=10 d=0.214424 t=379383
dou ke yi ba 	都可以把	c=1 d=0.000432902 t=379383
dou ke yi bei 	都可以被	c=1 d=8.59189e-39 t=379383
dou ke yi de 	都可以的	c=1 d=2.69995e-38 t=379383
dou ke yi la 	都可以啦	c=1 d=2.02021e-67 t=379383
dou kuai 	都快	c=12 d=0.00771183 t=379383
dou lai 	都來	c=1 d=0 t=379383
dou le 	逗樂	c=1 d=0 t=379383
dou lian jie 	都連接	c=1 d=7.26373e-34 t=379383
dou mei 	都沒	c=8 d=2.51143e-10 t=379383
dou mei duo shao 	都沒多少	c=1 d=0 t=379383
dou mei le 	都沒了	c=1 d=1.8086e-30 t=379383
dou mei sha 	都沒啥	c=1 d=0 t=379383
dou mei yo ou 	都沒喲漚	c=1 d=4.07124e-17 t=379383
dou mei you 	都沒有	c=11 d=0.000602695 t=379383
dou neng 	都能	c=33 d=0.00298248 t=379383
dou neng gou 	都能夠	c=0 d=3.65888e-232 t=379383
dou ni 	逗你	c=1 d=5.27275e-30 t=379383
dou ni wan 	逗你玩	c=0 d=0 t=379383
dou ni wan en 	逗你玩嗯	c=1 d=0 t=379383
dou qu 	都去	c=2 d=2.10416e-46 t=379383
dou rang 	都讓	c=2 d=4.38207e-59 t=379383
dou shang 	都上	c=1 d=5.20504e-25 t=379383
dou shang ban 	都上班	c=1 d=3.10896e-21 t=379383
dou shi 	都是	c=817 d=1.2358 t=379383
dou shi 	鬥士	c=1 d=3.10833e-48 t=379383
dou shi xian 	都實現	c=2 d=7.49921e-27 t=379383
dou shi xie 	都是些	c=1 d=2.83135e-97 t=379383
dou shuo 	都說	c=12 d=2.15639e-11 t=379383
dou tui 	抖腿	c=2 d=9.40552e-74 t=379383
dou wei 	竇唯	c=4 d=5.94558e-57 t=379383
dou wu fa 	都無法	c=1 d=8.19401e-40 t=379383
dou xi huan 	都喜歡	c=4 d=1.09622e-22 t=379383
dou xia 	都下	c=1 d=4.30701e-91 t=379383
dou xiang 	都想	c=3 d=8.71941e-124 t=379383
dou xie 	都寫	c=0 d=1.73763e-60 t=379383
dou xie zai 	都寫在	c=1 d=1.74634e-59 t=379383
dou xing 	都行	c=2 d=8.87524e-09 t=379383
dou xu yao 	都需要	c=1 d=1.33434e-11 t=379383
dou ya 	豆芽	c=1 d=7.14394e-103 t=379383
dou yao 	都要	c=101 d=0.000408822 t=379383
dou yi ge yang 	都一個樣	c=2 d=2.15075e-39 t=379383
dou yi yang 	都一樣	c=4 d=1.44558e-100 t=379383
dou yin 	抖音	c=24 d=5.36288e-15 t=379383
dou yo 	都喲	c=1 d=5.74883e-282 t=379383
dou yong 	都用	c=8 d=6.00885e-38 t=379383
dou yong zai 	都用在	c=1 d=0 t=379383
dou you 	都有	c=95 d=0.806541 t=379383
dou you ba 	都有吧	c=2 d=1.47052e-66 t=379383
dou you de 	都有的	c=1 d=2.21581e-66 t=379383
dou you dian 	都有點	c=2 d=0 t=379383
dou you ji hui 	都有機會	c=1 d=0 t=379383
dou you xie 	都有些	c=1 d=1.40466e-27 t=379383
dou yu 	鬥魚	c=8 d=0.0102037 t=379383
dou zai 	都在	c=51 d=0.0258583 t=379383
dou zeng 	陡增	c=1 d=0 t=379383
dou zheng 	鬥爭	c=1 d=0 t=379383
dou zhi 	鬥智	c=0 d=1.92719e-131 t=379383
dou zhi dao 	都知道	c=3 d=3.9156e-29 t=379383
dou zhi dou yong 	鬥智鬥勇	c=2 d=1.37587e-48 t=379383
dou zhi shi 	都只是	c=1 d=0 t=379383
dou zhi you 	都只有	c=1 d=3.38949e-08 t=379383
dou zi 	豆子	c=3 d=1.59337e-10 t=379383
dou zou 	都走	c=1 d=1.04358e-90 t=379383
du 	嘟	c=1 d=0 t=379383
du 	堵	c=9 d=9.72398e-54 t=379383
du 	度	c=35 d=6.13461e-17 t=379383
du 	杜	c=3 d=1.11742e-12 t=379383
du 	毒	c=1 d=0 t=379383
du 	渡	c=1 d=0.000816895 t=379383
du 	獨	c=2 d=2.92492e-09 t=379383
du 	督	c=1 d=0 t=379383
du 	肚	c=2 d=1.14486e-197 t=379383
du 	讀	c=51 d=5.85869e-05 t=379383
du 	賭	c=21 d=0.239309 t=379383
du 	都	c=1 d=2.51913e-46 t=379383
du bi 	杜比	c=1 d=4.20844e-289 t=379383
du bu du 	賭不睹	c=1 d=0 t=379383
du cha 	督查	c=1 d=7.02442e-81 t=379383
du chang 	賭場	c=1 d=4.90697e-185 t=379383
du chang jian 	賭場見	c=1 d=4.93157e-184 t=379383
du che 	堵車	c=6 d=9.53143e-54 t=379383
du chu lai 	都出來	c=1 d=0 t=379383
du cuo 	讀錯	c=1 d=4.66334e-85 t=379383
du dao 	讀到	c=1 d=2.18935e-13 t=379383
du de 	讀得	c=1 d=4.21831e-199 t=379383
du du 	肚肚	c=7 d=2.07212e-42 t=379383
du du 	讀讀	c=1 d=4.57845e-16 t=379383
du guo 	讀過	c=1 d=8.55513e-19 t=379383
du guo shu 	讀過書	c=2 d=1.72824e-17 t=379383
du hou gan 	讀後感	c=1 d=0 t=379383
du jia 	度假	c=1 d=4.83768e-105 t=379383
du jia 	獨家	c=1 d=3.99473e-176 t=379383
du jiao shou 	獨角獸	c=1 d=2.61161e-29 t=379383
du jie 	渡劫	c=1 d=3.63046e-110 t=379383
du ka qi 	讀卡器	c=1 d=0 t=379383
du la 	毒辣	c=1 d=2.52316e-06 t=379383
du lan te 	杜蘭特	c=4 d=1.82398e-12 t=379383
du li 	獨立	c=23 d=0.000125496 t=379383
du li bian hua 	獨立變化	c=1 d=0.000217133 t=379383
du li ri 	獨立日	c=2 d=6.58324e-45 t=379383
du li xing 	獨立性	c=1 d=0.000127168 t=379383
du li yu 	獨立於	c=2 d=3.17211e-102 t=379383
du liu 	毒瘤	c=1 d=1.12865e-12 t=379383
du mu qiao 	獨木橋	c=1 d=1.50028e-37 t=379383
du nai 	毒奶	c=3 d=0.0518189 t=379383
du nan 	肚楠	c=10 d=3.6442e-176 t=379383
du pin 	毒品	c=1 d=1.99711e-20 t=379383
du qu 	讀取	c=55 d=0.0389686 t=379383
du qu le 	都去了	c=1 d=3.93175e-48 t=379383
du sha zi 	賭啥子	c=1 d=0 t=379383
du shan qi shen 	獨善其身	c=1 d=1.95911e-88 t=379383
du sheng nv 	獨生女	c=2 d=1.44071e-31 t=379383
du shu 	度數	c=10 d=4.2114e-210 t=379383
du shu 	讀書	c=8 d=5.10371e-29 t=379383
du suo 	讀鎖	c=1 d=8.2871e-114 t=379383
du te 	獨特	c=2 d=1.17041e-57 t=379383
du wai 	度外	c=1 d=0.543351 t=379383
du wan 	讀完	c=2 d=2.39311e-199 t=379383
du wu 	讀物	c=1 d=1.64768e-257 t=379383
du xian 	獨顯	c=1 d=1.21003e-37 t=379383
du xie 	讀寫	c=7 d=9.01033e-69 t=379383
du yan 	讀研	c=2 d=1.5615e-37 t=379383
du yao 	毒藥	c=2 d=3.54479e-35 t=379383
du ye 	毒液	c=2 d=3.68674e-232 t=379383
du yi 	獨一	c=1 d=2.59444e-69 t=379383
du yin 	讀音	c=2 d=2.14892e-29 t=379383
du ying 	賭贏	c=2 d=2.6435e-68 t=379383
du you 	獨有	c=1 d=1.73139e-193 t=379383
du zai 	堵在	c=2 d=9.70351e-88 t=379383
du zhan 	獨佔	c=2 d=1.62399e-113 t=379383
du zhan suo 	獨佔鎖	c=1 d=6.88745e-114 t=379383
du zhe 	讀者	c=2 d=0.0223708 t=379383
du zhu 	堵住	c=4 d=3.87202e-15 t=379383
du zi 	犢子	c=1 d=2.61525e-16 t=379383
du zi 	肚子	c=50 d=4.40732e-09 t=379383
du zi teng 	肚子疼	c=1 d=2.52987e-97 t=379383
duan 	斷	c=10 d=1.80583e-12 t=379383
duan 	段	c=18 d=1.52399e-46 t=379383
duan 	短	c=20 d=0.00169075 t=379383
duan 	端	c=69 d=0.0120314 t=379383
duan an 	短按	c=2 d=7.13713e-16 t=379383
duan bei shan 	斷背山	c=1 d=0 t=379383
duan cai 	端菜	c=1 d=3.38354e-193 t=379383
duan de 	短的	c=1 d=4.09805e-06 t=379383
duan dian 	斷點	c=6 d=3.40704e-10 t=379383
duan dian xu chuan 	斷點續傳	c=1 d=2.17806e-11 t=379383
duan duan 	斷斷	c=1 d=0 t=379383
duan duan de 	短短的	c=1 d=1.01878e-13 t=379383
duan duan xu xu 	斷斷續續	c=1 d=4.27852e-13 t=379383
duan huo 	斷貨	c=0 d=6.17061e-28 t=379383
duan huo le 	斷貨了	c=1 d=6.20154e-27 t=379383
duan jiao 	斷交	c=3 d=7.34507e-244 t=379383
duan ju 	斷句	c=2 d=1.45027e-10 t=379383
duan jue 	斷絕	c=0 d=0 t=379383
duan jue le 	斷絕了	c=1 d=0 t=379383
duan kai 	斷開	c=39 d=0.0531307 t=379383
duan kai lian jie 	斷開連接	c=1 d=3.43114e-34 t=379383
duan kai qian 	斷開前	c=1 d=7.05768e-19 t=379383
duan kou 	端口	c=115 d=0.00108373 t=379383
duan kou hao 	端口號	c=5 d=4.94682e-44 t=379383
duan ku 	短褲	c=6 d=7.20271e-24 t=379383
duan lai 	端來	c=1 d=8.53866e-201 t=379383
duan le 	斷了	c=7 d=0.00134011 t=379383
duan lian 	鍛鍊	c=160 d=0.00353515 t=379383
duan lian duan lian 	鍛鍊鍛鍊	c=3 d=3.20486e-143 t=379383
duan lian jie 	短連接	c=1 d=1.23511e-43 t=379383
duan lian wan 	鍛鍊完	c=12 d=4.41933e-41 t=379383
duan liu 	斷流	c=7 d=2.95367e-10 t=379383
duan ming 	短命	c=2 d=0 t=379383
duan pian 	短片	c=2 d=8.43638e-30 t=379383
duan pian 	短篇	c=1 d=0 t=379383
duan piao 	斷飄	c=2 d=1.63545e-91 t=379383
duan qi 	短期	c=2 d=1.37924e-18 t=379383
duan qing li 	短清理	c=1 d=3.31641e-75 t=379383
duan ren cai lu 	斷人財路	c=1 d=0 t=379383
duan she li 	斷捨離	c=1 d=3.22803e-22 t=379383
duan shi jian 	段時間	c=2 d=8.45677e-29 t=379383
duan shi jian 	短時間	c=1 d=2.96186e-39 t=379383
duan shi pin 	短視頻	c=32 d=7.9849e-30 t=379383
duan shi pin lie biao 	短視頻列表	c=1 d=4.0372e-124 t=379383
duan tui 	短腿	c=1 d=4.06764e-36 t=379383
duan wang 	斷網	c=12 d=0.00140882 t=379383
duan wei 	段位	c=1 d=4.27391e-206 t=379383
duan wu 	端午	c=2 d=2.33579e-208 t=379383
duan wu jie 	端午節	c=8 d=3.77863e-110 t=379383
duan wu jie qian 	端午節前	c=1 d=4.9595e-221 t=379383
duan xian 	斷線	c=3 d=4.90761e-68 t=379383
duan xin 	短信	c=19 d=0.000241172 t=379383
duan xiu 	短袖	c=14 d=0.000420107 t=379383
